dataSubmitter,traceabilityLotCode,productDescription,quantity,unitOfMeasure,harvestDateAndLocation,traceabilityLotCodeSourceLocation,cteDate,referenceDocumentTypeNumber,contaminated,gtin,sgln,pgln,eventID,parentID
Fresh Seafoods,urn:epc:class:lgtin:0989423.220655.d0f48cab178fd9738,mahi mahi,621,lb,"2023-06-10 - 2023-06-13
Major Fishing Area 4
Northern Pacific",0989423.71961,2023-06-16,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.220655,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.2292133,
Tidal Aquatics,urn:epc:class:lgtin:1251343.417913.833b483a6fd1a3c8b,cod,382,kg,"2023-07-07 - 2023-07-09
Major Fishing Area 5
Southern Pacific",1251343.51485,2023-07-12,urn:epcglobal:epcis:LANDING.1251343,0,urn:epc:idpat:sgtin:1251343.417913,urn:epc:id:sgln:1251343.51485,urn:epc:id:pgln:1251343.51485,1251343.51485.5777028,
Wave Delights,urn:epc:class:lgtin:0636926.366729.9dbd1e70d50bd6299,mackerel,742,lb,"2023-06-12 - 2023-06-16
Major Fishing Area 10
Southern Atlantic",0636926.81674,2023-06-17,urn:epcglobal:epcis:LANDING.0636926,0,urn:epc:idpat:sgtin:0636926.366729,urn:epc:id:sgln:0636926.81674,urn:epc:id:pgln:0636926.81674,0636926.81674.7613823,
Fresh Bay,urn:epc:class:lgtin:1321636.880754.2b91bbc84affebf06,mahi mahi,543,lb,"2023-06-06 - 2023-06-10
Major Fishing Area 3
Northern Pacific",1321636.98872,2023-06-12,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.880754,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.8803030,
Coastal Catchers,urn:epc:class:lgtin:1122227.821330.37960e1c3e1345339,shrimp,266,kg,"2023-06-11 - 2023-06-20
Major Fishing Area 9
Northern Atlantic",1122227.55899,2023-06-21,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.821330,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.1655229,
Wave Maritime,urn:epc:class:lgtin:1322150.817167.cf2d6907ae414a600,crab,561,kg,"2023-06-09 - 2023-06-13
Major Fishing Area 1
Central Atlantic",1322150.26263,2023-06-15,urn:epcglobal:epcis:LANDING.1322150,0,urn:epc:idpat:sgtin:1322150.817167,urn:epc:id:sgln:1322150.26263,urn:epc:id:pgln:1322150.26263,1322150.26263.1226125,
Coastal Coast,urn:epc:class:lgtin:1355942.617480.deafaec5e43a2a08c,pollock,659,kg,"2023-06-15 - 2023-06-18
Major Fishing Area 4
Southern Atlantic",1355942.84944,2023-06-19,urn:epcglobal:epcis:LANDING.1355942,0,urn:epc:idpat:sgtin:1355942.617480,urn:epc:id:sgln:1355942.84944,urn:epc:id:pgln:1355942.84944,1355942.84944.1744153,
Aqua Coast,urn:epc:class:lgtin:1138491.904614.e068fb059c652679a,barracuda,351,lb,"2023-07-20 - 2023-07-27
Major Fishing Area 8
Northern Atlantic",1138491.74552,2023-07-29,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.904614,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.4141976,
Aqua Coast,urn:epc:class:lgtin:1138491.222324.03452a989a2cafba6,tilapia,569,lb,"2023-06-03 - 2023-06-12
Major Fishing Area 7
Southern Atlantic",1138491.74552,2023-06-13,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.222324,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.5282864,
Coastal Catchers,urn:epc:class:lgtin:1372683.447990.06a537c8c30f37d7d,mahi mahi,456,lb,"2023-06-26 - 2023-07-03
Major Fishing Area 8
Southern Atlantic",1372683.92429,2023-07-04,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.447990,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.9147931,
Deep Bay,urn:epc:class:lgtin:0854321.465802.1f1d33ec427b9c1dd,trout,387,kg,"2023-06-18 - 2023-06-22
Major Fishing Area 3
Northern Atlantic",0854321.52130,2023-06-24,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.465802,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.7878537,
Deep Catches,urn:epc:class:lgtin:0812028.868437.12c01cefcc8e961a0,barracuda,431,lb,"2023-07-04 - 2023-07-10
Major Fishing Area 3
Northern Atlantic",0812028.42473,2023-07-13,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.868437,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.1592032,
Marine Mariscos,urn:epc:class:lgtin:1263452.404227.0f0092d3989f562df,barracuda,425,lb,"2023-06-28 - 2023-07-05
Major Fishing Area 7
Northern Atlantic",1263452.96677,2023-07-06,urn:epcglobal:epcis:LANDING.1263452,0,urn:epc:idpat:sgtin:1263452.404227,urn:epc:id:sgln:1263452.96677,urn:epc:id:pgln:1263452.96677,1263452.96677.1969074,
Coastal Delights,urn:epc:class:lgtin:0629337.252107.8ed9a201cff66ac3e,trout,367,kg,"2023-06-13 - 2023-06-18
Major Fishing Area 5
Southern Atlantic",0629337.36048,2023-06-20,urn:epcglobal:epcis:LANDING.0629337,0,urn:epc:idpat:sgtin:0629337.252107,urn:epc:id:sgln:0629337.36048,urn:epc:id:pgln:0629337.36048,0629337.36048.4139839,
Tidal Coast,urn:epc:class:lgtin:0678539.445934.03f4282e8db3e340a,jack fish,761,lb,"2023-06-25 - 2023-07-03
Major Fishing Area 3
Northern Atlantic",0678539.70197,2023-07-06,urn:epcglobal:epcis:LANDING.0678539,0,urn:epc:idpat:sgtin:0678539.445934,urn:epc:id:sgln:0678539.70197,urn:epc:id:pgln:0678539.70197,0678539.70197.7873461,
Marine Maritime,urn:epc:class:lgtin:1087774.610885.a8c973c411273ca5c,swordfish,132,kg,"2023-07-19 - 2023-07-21
Major Fishing Area 4
Northern Atlantic",1087774.52772,2023-07-24,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.610885,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.2298820,
Coastal Mariscos,urn:epc:class:lgtin:1114768.120015.f10fd3676cec2ed94,crayfish,493,kg,"2023-07-14 - 2023-07-17
Major Fishing Area 6
Central Atlantic",1114768.13145,2023-07-18,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.120015,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.8470959,
Deep Bay,urn:epc:class:lgtin:0952084.146827.19afd715f1e9e2099,shrimp,529,kg,"2023-06-13 - 2023-06-21
Major Fishing Area 3
Central Atlantic",0952084.72068,2023-06-23,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.146827,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.6785243,
Tidal Fisheries,urn:epc:class:lgtin:1337247.884467.2706046fcdf52bb14,lobster,661,kg,"2023-06-13 - 2023-06-16
Major Fishing Area 3
Northern Atlantic",1337247.97750,2023-06-19,urn:epcglobal:epcis:LANDING.1337247,0,urn:epc:idpat:sgtin:1337247.884467,urn:epc:id:sgln:1337247.97750,urn:epc:id:pgln:1337247.97750,1337247.97750.7654231,
Coastal Coast,urn:epc:class:lgtin:1359281.158030.69c0fc98bb8c6e26f,crab,228,lb,"2023-06-26 - 2023-06-29
Major Fishing Area 1
Northern Atlantic",1359281.48935,2023-06-30,urn:epcglobal:epcis:LANDING.1359281,0,urn:epc:idpat:sgtin:1359281.158030,urn:epc:id:sgln:1359281.48935,urn:epc:id:pgln:1359281.48935,1359281.48935.1193680,
Coastal Mariscos,urn:epc:class:lgtin:1114768.989259.f66d13932690f28a6,swordfish,864,kg,"2023-07-15 - 2023-07-20
Major Fishing Area 3
Southern Atlantic",1114768.13145,2023-07-21,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.989259,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.3437442,
Tidal Aquatics,urn:epc:class:lgtin:1251343.447133.318f91f36f5f19786,snapper,332,lb,"2023-06-27 - 2023-07-07
Major Fishing Area 8
Northern Pacific",1251343.51485,2023-07-10,urn:epcglobal:epcis:LANDING.1251343,0,urn:epc:idpat:sgtin:1251343.447133,urn:epc:id:sgln:1251343.51485,urn:epc:id:pgln:1251343.51485,1251343.51485.8877216,
Fresh Mariscos,urn:epc:class:lgtin:0615440.754026.0d7e5a308fb3a56ba,swordfish,332,lb,"2023-07-23 - 2023-08-01
Major Fishing Area 7
Northern Atlantic",0615440.57508,2023-08-03,urn:epcglobal:epcis:LANDING.0615440,0,urn:epc:idpat:sgtin:0615440.754026,urn:epc:id:sgln:0615440.57508,urn:epc:id:pgln:0615440.57508,0615440.57508.7860654,
Deep Catches,urn:epc:class:lgtin:0872748.529073.a2b03787799d721df,cod,980,kg,"2023-06-30 - 2023-07-10
Major Fishing Area 6
Central Atlantic",0872748.91527,2023-07-11,urn:epcglobal:epcis:LANDING.0872748,0,urn:epc:idpat:sgtin:0872748.529073,urn:epc:id:sgln:0872748.91527,urn:epc:id:pgln:0872748.91527,0872748.91527.2961512,
Marine Mariscos,urn:epc:class:lgtin:1140380.281325.5de39b7e555e61db6,salmon,928,lb,"2023-07-01 - 2023-07-04
Major Fishing Area 5
Southern Atlantic",1140380.27822,2023-07-07,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.281325,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.4674245,
Deep Bay,urn:epc:class:lgtin:0854321.350590.0ebb89b250a6b8148,cod,403,lb,"2023-06-18 - 2023-06-24
Major Fishing Area 7
Southern Atlantic",0854321.52130,2023-06-27,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.350590,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.8200636,
Deep Bay,urn:epc:class:lgtin:0952084.168441.9e67928f995e5f713,trout,107,kg,"2023-06-22 - 2023-07-01
Major Fishing Area 6
Central Atlantic",0952084.72068,2023-07-04,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.168441,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.2077351,
Deep Bay,urn:epc:class:lgtin:0952084.982571.915b2ce797fef4483,oysters,447,kg,"2023-07-13 - 2023-07-16
Major Fishing Area 7
Southern Atlantic",0952084.72068,2023-07-17,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.982571,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.6385808,
Coastal Mariscos,urn:epc:class:lgtin:0674302.489265.291e8c8c7b84c1f82,snapper,407,lb,"2023-07-01 - 2023-07-03
Major Fishing Area 1
Southern Pacific",0674302.50600,2023-07-05,urn:epcglobal:epcis:LANDING.0674302,0,urn:epc:idpat:sgtin:0674302.489265,urn:epc:id:sgln:0674302.50600,urn:epc:id:pgln:0674302.50600,0674302.50600.9368706,
Sea Catchers,urn:epc:class:lgtin:1324748.748657.31521d178a05bebe4,mahi mahi,582,lb,"2023-06-26 - 2023-07-05
Major Fishing Area 4
Southern Atlantic",1324748.77440,2023-07-06,urn:epcglobal:epcis:LANDING.1324748,0,urn:epc:idpat:sgtin:1324748.748657,urn:epc:id:sgln:1324748.77440,urn:epc:id:pgln:1324748.77440,1324748.77440.8308797,
Sea Delights,urn:epc:class:lgtin:1375067.495850.5d7e3bb9c3bc03467,grouper,822,lb,"2023-06-25 - 2023-06-28
Major Fishing Area 3
Northern Pacific",1375067.65768,2023-06-29,urn:epcglobal:epcis:LANDING.1375067,0,urn:epc:idpat:sgtin:1375067.495850,urn:epc:id:sgln:1375067.65768,urn:epc:id:pgln:1375067.65768,1375067.65768.4952818,
Deep Mariscos,urn:epc:class:lgtin:1158698.444722.fd0edf3c5445454cb,tuna,526,kg,"2023-07-05 - 2023-07-11
Major Fishing Area 8
Central Atlantic",1158698.11424,2023-07-13,urn:epcglobal:epcis:LANDING.1158698,0,urn:epc:idpat:sgtin:1158698.444722,urn:epc:id:sgln:1158698.11424,urn:epc:id:pgln:1158698.11424,1158698.11424.1956210,
Marine Maritime,urn:epc:class:lgtin:1087774.975626.a13c0aa996d1583f7,swordfish,151,kg,"2023-07-22 - 2023-07-24
Major Fishing Area 5
Central Atlantic",1087774.52772,2023-07-26,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.975626,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.2144962,
Coastal Catchers,urn:epc:class:lgtin:1197191.568293.28ebfbd4d2d8df180,mussels,397,lb,"2023-07-12 - 2023-07-15
Major Fishing Area 8
Central Atlantic",1197191.19455,2023-07-18,urn:epcglobal:epcis:LANDING.1197191,0,urn:epc:idpat:sgtin:1197191.568293,urn:epc:id:sgln:1197191.19455,urn:epc:id:pgln:1197191.19455,1197191.19455.7933538,
Tidal Bay,urn:epc:class:lgtin:0726181.469360.b71fa2aab92072262,mussels,956,lb,"2023-06-26 - 2023-07-02
Major Fishing Area 9
Northern Atlantic",0726181.86044,2023-07-03,urn:epcglobal:epcis:LANDING.0726181,0,urn:epc:idpat:sgtin:0726181.469360,urn:epc:id:sgln:0726181.86044,urn:epc:id:pgln:0726181.86044,0726181.86044.8563975,
Deep Mariscos,urn:epc:class:lgtin:1158698.824270.6b90c082c8e381329,snapper,282,lb,"2023-06-11 - 2023-06-14
Major Fishing Area 4
Southern Atlantic",1158698.11424,2023-06-15,urn:epcglobal:epcis:LANDING.1158698,0,urn:epc:idpat:sgtin:1158698.824270,urn:epc:id:sgln:1158698.11424,urn:epc:id:pgln:1158698.11424,1158698.11424.2823771,
Deep Mariscos,urn:epc:class:lgtin:0689222.168249.c3c80e58a85ef0b99,barracuda,95,kg,"2023-07-09 - 2023-07-11
Major Fishing Area 5
Central Atlantic",0689222.14246,2023-07-12,urn:epcglobal:epcis:LANDING.0689222,0,urn:epc:idpat:sgtin:0689222.168249,urn:epc:id:sgln:0689222.14246,urn:epc:id:pgln:0689222.14246,0689222.14246.2859643,
Tidal Aquatics,urn:epc:class:lgtin:1251343.649174.5ef290bc68eec6a02,lobster,141,lb,"2023-06-12 - 2023-06-21
Major Fishing Area 5
Central Pacific",1251343.51485,2023-06-22,urn:epcglobal:epcis:LANDING.1251343,0,urn:epc:idpat:sgtin:1251343.649174,urn:epc:id:sgln:1251343.51485,urn:epc:id:pgln:1251343.51485,1251343.51485.5585267,
Deep Mariscos,urn:epc:class:lgtin:1158698.572129.67f44fcdec6745454,salmon,676,lb,"2023-06-29 - 2023-07-06
Major Fishing Area 5
Northern Atlantic",1158698.11424,2023-07-09,urn:epcglobal:epcis:LANDING.1158698,0,urn:epc:idpat:sgtin:1158698.572129,urn:epc:id:sgln:1158698.11424,urn:epc:id:pgln:1158698.11424,1158698.11424.6310533,
Coastal Catchers,urn:epc:class:lgtin:1372683.657285.18a25e63cedcf53a8,crab,743,kg,"2023-06-13 - 2023-06-20
Major Fishing Area 8
Central Atlantic",1372683.92429,2023-06-21,urn:epcglobal:epcis:LANDING.1372683,0,urn:epc:idpat:sgtin:1372683.657285,urn:epc:id:sgln:1372683.92429,urn:epc:id:pgln:1372683.92429,1372683.92429.5122495,
Ocean Aquatics,urn:epc:class:lgtin:0739683.119008.91dfd0e56c71f026a,pollock,989,lb,"2023-06-23 - 2023-07-01
Major Fishing Area 4
Central Atlantic",0739683.50788,2023-07-02,urn:epcglobal:epcis:LANDING.0739683,0,urn:epc:idpat:sgtin:0739683.119008,urn:epc:id:sgln:0739683.50788,urn:epc:id:pgln:0739683.50788,0739683.50788.2479296,
Fresh Aquatics,urn:epc:class:lgtin:0814012.512262.2d67aa6a97c32ceab,mahi mahi,254,lb,"2023-06-03 - 2023-06-06
Major Fishing Area 7
Southern Atlantic",0814012.13007,2023-06-08,urn:epcglobal:epcis:LANDING.0814012,0,urn:epc:idpat:sgtin:0814012.512262,urn:epc:id:sgln:0814012.13007,urn:epc:id:pgln:0814012.13007,0814012.13007.2532158,
Fresh Seafoods,urn:epc:class:lgtin:0989423.642672.e9581a644de9fc128,haddock,811,lb,"2023-07-03 - 2023-07-13
Major Fishing Area 7
Central Pacific",0989423.71961,2023-07-15,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.642672,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.7984805,
Ocean Seafoods,urn:epc:class:lgtin:1296690.345735.5d6d3d8d7b168466c,swordfish,780,lb,"2023-06-27 - 2023-07-06
Major Fishing Area 9
Central Atlantic",1296690.48929,2023-07-07,urn:epcglobal:epcis:LANDING.1296690,0,urn:epc:idpat:sgtin:1296690.345735,urn:epc:id:sgln:1296690.48929,urn:epc:id:pgln:1296690.48929,1296690.48929.9304556,
Aqua Coast,urn:epc:class:lgtin:1138491.921632.ecc96493dcd86e5f6,swordfish,187,lb,"2023-07-21 - 2023-07-30
Major Fishing Area 2
Northern Atlantic",1138491.74552,2023-08-01,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.921632,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.4603754,
Wave Coast,urn:epc:class:lgtin:0675459.248941.cf2be76bacc012468,snapper,346,kg,"2023-06-17 - 2023-06-25
Major Fishing Area 7
Northern Atlantic",0675459.59752,2023-06-26,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.248941,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.5510046,
Coastal Catchers,urn:epc:class:lgtin:0725333.372556.23ad65d352e307e77,salmon,917,kg,"2023-06-08 - 2023-06-16
Major Fishing Area 1
Central Atlantic",0725333.34666,2023-06-18,urn:epcglobal:epcis:LANDING.0725333,0,urn:epc:idpat:sgtin:0725333.372556,urn:epc:id:sgln:0725333.34666,urn:epc:id:pgln:0725333.34666,0725333.34666.1419962,
Deep Delights,urn:epc:class:lgtin:0831833.315750.849d2a210a3f9b06d,pollock,123,lb,"2023-07-16 - 2023-07-23
Major Fishing Area 3
Central Atlantic",0831833.69717,2023-07-24,urn:epcglobal:epcis:LANDING.0831833,0,urn:epc:idpat:sgtin:0831833.315750,urn:epc:id:sgln:0831833.69717,urn:epc:id:pgln:0831833.69717,0831833.69717.3547325,
Marine Mariscos,urn:epc:class:lgtin:1165106.257520.b96bc526eb26202fd,crayfish,94,kg,"2023-07-22 - 2023-07-31
Major Fishing Area 2
Northern Atlantic",1165106.59890,2023-08-01,urn:epcglobal:epcis:LANDING.1165106,0,urn:epc:idpat:sgtin:1165106.257520,urn:epc:id:sgln:1165106.59890,urn:epc:id:pgln:1165106.59890,1165106.59890.9070392,
Sea Catchers,urn:epc:class:lgtin:0819807.825739.8a99fb8fd111a8b56,salmon,118,kg,"2023-07-16 - 2023-07-19
Major Fishing Area 3
Central Atlantic",0819807.50716,2023-07-21,urn:epcglobal:epcis:LANDING.0819807,0,urn:epc:idpat:sgtin:0819807.825739,urn:epc:id:sgln:0819807.50716,urn:epc:id:pgln:0819807.50716,0819807.50716.6052852,
Fresh Aquatics,urn:epc:class:lgtin:0814012.488393.98fe314edf2737bd4,haddock,450,kg,"2023-06-03 - 2023-06-06
Major Fishing Area 2
Southern Atlantic",0814012.13007,2023-06-08,urn:epcglobal:epcis:LANDING.0814012,0,urn:epc:idpat:sgtin:0814012.488393,urn:epc:id:sgln:0814012.13007,urn:epc:id:pgln:0814012.13007,0814012.13007.8345553,
Marine Maritime,urn:epc:class:lgtin:1047782.569143.1e96eef67fe24d555,pollock,268,lb,"2023-06-02 - 2023-06-12
Major Fishing Area 9
Central Pacific",1047782.56172,2023-06-14,urn:epcglobal:epcis:LANDING.1047782,0,urn:epc:idpat:sgtin:1047782.569143,urn:epc:id:sgln:1047782.56172,urn:epc:id:pgln:1047782.56172,1047782.56172.5953594,
Wave Coast,urn:epc:class:lgtin:0675459.825534.b3cf329a91c9e3491,pollock,648,kg,"2023-07-15 - 2023-07-22
Major Fishing Area 3
Central Atlantic",0675459.59752,2023-07-24,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.825534,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.2763260,
Wave Coast,urn:epc:class:lgtin:0675459.476281.e67d5e7bb97a4b218,oysters,551,kg,"2023-07-21 - 2023-07-28
Major Fishing Area 9
Central Atlantic",0675459.59752,2023-07-30,urn:epcglobal:epcis:LANDING.0675459,0,urn:epc:idpat:sgtin:0675459.476281,urn:epc:id:sgln:0675459.59752,urn:epc:id:pgln:0675459.59752,0675459.59752.3261106,
Fresh Catches,urn:epc:class:lgtin:0789614.227797.2c495a97831ba8914,barracuda,444,kg,"2023-07-03 - 2023-07-05
Major Fishing Area 3
Central Atlantic",0789614.16351,2023-07-08,urn:epcglobal:epcis:LANDING.0789614,0,urn:epc:idpat:sgtin:0789614.227797,urn:epc:id:sgln:0789614.16351,urn:epc:id:pgln:0789614.16351,0789614.16351.1664981,
Sea Seafoods,urn:epc:class:lgtin:1350352.860174.4f075be82a7e18a72,mussels,96,kg,"2023-06-20 - 2023-06-26
Major Fishing Area 7
Central Atlantic",1350352.79184,2023-06-28,urn:epcglobal:epcis:LANDING.1350352,0,urn:epc:idpat:sgtin:1350352.860174,urn:epc:id:sgln:1350352.79184,urn:epc:id:pgln:1350352.79184,1350352.79184.6970834,
Fresh Bay,urn:epc:class:lgtin:1321636.436710.1945c5c194c0ad3e3,barracuda,350,kg,"2023-06-28 - 2023-07-01
Major Fishing Area 10
Southern Pacific",1321636.98872,2023-07-03,urn:epcglobal:epcis:LANDING.1321636,0,urn:epc:idpat:sgtin:1321636.436710,urn:epc:id:sgln:1321636.98872,urn:epc:id:pgln:1321636.98872,1321636.98872.4230980,
Tidal Maritime,urn:epc:class:lgtin:1299955.406264.66f2b43e5e95e7bb9,oysters,165,kg,"2023-06-08 - 2023-06-14
Major Fishing Area 2
Southern Pacific",1299955.21360,2023-06-16,urn:epcglobal:epcis:LANDING.1299955,0,urn:epc:idpat:sgtin:1299955.406264,urn:epc:id:sgln:1299955.21360,urn:epc:id:pgln:1299955.21360,1299955.21360.1584514,
Coastal Bay,urn:epc:class:lgtin:1364536.305451.1cf10345d565bc618,haddock,63,lb,"2023-07-06 - 2023-07-08
Major Fishing Area 6
Southern Atlantic",1364536.28487,2023-07-11,urn:epcglobal:epcis:LANDING.1364536,0,urn:epc:idpat:sgtin:1364536.305451,urn:epc:id:sgln:1364536.28487,urn:epc:id:pgln:1364536.28487,1364536.28487.3813992,
Coastal Mariscos,urn:epc:class:lgtin:1114768.801655.d58869972332c3525,mahi mahi,301,kg,"2023-06-25 - 2023-06-29
Major Fishing Area 8
Northern Atlantic",1114768.13145,2023-06-30,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.801655,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.3304298,
Ocean Coast,urn:epc:class:lgtin:0852607.483202.be48c35a583efdd3a,pollock,631,lb,"2023-06-05 - 2023-06-15
Major Fishing Area 1
Central Atlantic",0852607.84569,2023-06-17,urn:epcglobal:epcis:LANDING.0852607,0,urn:epc:idpat:sgtin:0852607.483202,urn:epc:id:sgln:0852607.84569,urn:epc:id:pgln:0852607.84569,0852607.84569.2088327,
Fresh Seafoods,urn:epc:class:lgtin:0989423.506836.5fd3ac657cb63960b,cod,519,lb,"2023-06-14 - 2023-06-18
Major Fishing Area 6
Southern Pacific",0989423.71961,2023-06-20,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.506836,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.4378111,
Tidal Mariscos,urn:epc:class:lgtin:0632226.307454.bfbf24397d1243f72,oysters,738,kg,"2023-06-20 - 2023-06-22
Major Fishing Area 7
Central Pacific",0632226.59917,2023-06-24,urn:epcglobal:epcis:LANDING.0632226,0,urn:epc:idpat:sgtin:0632226.307454,urn:epc:id:sgln:0632226.59917,urn:epc:id:pgln:0632226.59917,0632226.59917.5242696,
Marine Maritime,urn:epc:class:lgtin:1087774.323846.ac29004b843aa6c51,shrimp,856,lb,"2023-06-10 - 2023-06-14
Major Fishing Area 2
Southern Atlantic",1087774.52772,2023-06-15,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.323846,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.7994108,
Harbor Aquatics,urn:epc:class:lgtin:1251448.532134.14df1e2fb0544c19f,snapper,428,kg,"2023-06-07 - 2023-06-09
Major Fishing Area 3
Northern Atlantic",1251448.92282,2023-06-12,urn:epcglobal:epcis:LANDING.1251448,0,urn:epc:idpat:sgtin:1251448.532134,urn:epc:id:sgln:1251448.92282,urn:epc:id:pgln:1251448.92282,1251448.92282.3250890,
Ocean Mariscos,urn:epc:class:lgtin:1348322.319288.f480643e76fe96ae5,crayfish,273,lb,"2023-07-07 - 2023-07-14
Major Fishing Area 8
Central Pacific",1348322.82144,2023-07-15,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.319288,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.5946923,
Coastal Coast,urn:epc:class:lgtin:1355942.428358.62ef4394a6f939688,jack fish,768,kg,"2023-06-25 - 2023-07-04
Major Fishing Area 8
Central Atlantic",1355942.84944,2023-07-07,urn:epcglobal:epcis:LANDING.1355942,0,urn:epc:idpat:sgtin:1355942.428358,urn:epc:id:sgln:1355942.84944,urn:epc:id:pgln:1355942.84944,1355942.84944.7392380,
