businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
wholesaler,Gourmet Distributors,8907977215,4574 Gutierrez Ville,Thomasberg,DC,19589,1058198,0.05,1058198.73705
grocery,Organic Outlet,415-530-0719,8555 Lindsay Dam Apt. 197,North Steven,MS,53913,1362752,0.15,1362752.47543
landBasedReceiver,Harbor Seafoods,339-586-9517,886 Angela Islands,North James,OR,62751,1272853,0.05,1272853.18131
processor,Premium Industries,312-299-0005,366 Jessica Circle,Erinhaven,KY,98670,1325772,0.05,1325772.24531
wholesaler,Best Traders,7556820286,8708 Woods Extensions,East Sara,NH,68922,1084333,0.05,1084333.26642
packaging,Global Packs,(743)445-2328,72504 Avila Divide Suite 868,Kathleenmouth,FL,48268,1295479,0.8,1295479.66532
processor,Pure Industries,(469)294-8327,6868 Sullivan Pike Apt. 898,Chantown,GU,48571,0789429,0.15,0789429.79351
landBasedReceiver,Ocean Coast,900-788-7620,2879 Gregory Points Apt. 797,South Karenfurt,AK,28961,1259358,0.05,1259358.33327
groceryNoTransform,Gourmet Mart,(472)910-8388,5127 Clark Stream Suite 070,North Kimberly,PW,37838,0976448,0.05,0976448.19627
groceryNoTransform,Gourmet Bazaar,942-586-1718,130 Hodge Crest Suite 208,South Loriborough,NY,27375,1031289,0.05,1031289.34329
seafoodFarm,Nautical Fish Farm,6262231616,984 Bass Land,Lisabury,MD,09341,1310670,0.8,1310670.57954
groceryNoTransform,Natural Market,8028110556,8360 Castro Curve,Mckinneytown,MD,28149,0757842,0.15,0757842.89110
landBasedReceiver,Deep Bay,8023196975,10215 Toni Ports,South Mistyview,MD,99682,0871529,0.05,0871529.11249
seafoodFarm,Blue Fishery,(881)832-0096,30838 Melissa Neck,Andrewtown,NY,13605,0760816,0.05,0760816.91319
distributor,Global Trade,(981)874-4175,0289 Kelly Port Suite 885,Timothytown,PW,44839,1142918,0.8,1142918.43037
restaurant,Gourmet Restaurant,6687816281,29891 Nicholas Gardens Suite 096,Nielsenchester,CT,01844,0673790,0.05,0673790.75019
distributor,Trusted Distributors,2563213216,025 Morales Villages Suite 454,Vazquezhaven,WY,50270,1279822,0.05,1279822.57786
farm,Sunny Pastures Farm,223-384-5743,98653 Kim Plain,Allenville,MI,14300,0898816,0.05,0898816.38434
seafoodFarm,Ocean Aquafarm,5242445135,9151 James Coves,West David,NJ,73242,0923573,0.8,0923573.49104
seafoodFarm,Marine Fish Farm,(830)845-4181,3605 Horn Locks,Albertville,MD,69638,1216648,0.15,1216648.97717
seafoodFarm,Marine Fishery,(353)236-3775,4276 Aaron Burgs,New Christyport,WA,62440,0916553,0.15,0916553.93121
restaurant,Fusion Grill,(303)636-7871,01716 Michael Pike Suite 452,Myersbury,CA,81749,0667389,0.15,0667389.21997
farm,Peaceful Orchard Farm,(437)945-0548,042 Russell Fort Suite 817,Phillipsland,NV,23221,1170610,0.15,1170610.49065
processor,Fresh Processing,401-441-2114,15613 Ho Extensions,Darrylchester,NJ,14236,1357077,0.05,1357077.61308
distributor,Prime Exim,276-606-7563,59222 Michael Corner,Port Ricardoburgh,ND,09258,1085317,0.05,1085317.32126
packaging,Global Box,8565098035,9881 Smith Vista Suite 299,Lake Jacob,NV,51538,1188360,0.05,1188360.19825
landBasedReceiver,Tidal Coast,260-910-2994,591 Joseph Flat Apt. 984,Lake Dawnport,CT,85449,1279291,0.05,1279291.10244
restaurant,Delicious Grill,457-814-4381,507 Marquez Keys Apt. 565,Lake Heather,NH,14706,0743846,0.15,0743846.88588
processor,Premium Industries,982-568-0421,1959 Frost Village,Nelsonchester,WY,91259,0776526,0.05,0776526.37092
farm,Misty Acres Farm,377-554-7568,459 Mclaughlin Harbors Apt. 406,South Jessicahaven,AZ,27744,0678125,0.15,0678125.69968
packaging,Fresh Box,(723)563-2927,590 Cooper Point,South Stephaniemouth,AR,81184,1385105,0.05,1385105.57361
grocery,Premium Mart,(858)417-8125,99435 Tracy Forges,Simmonsfurt,CA,67813,0781297,0.15,0781297.24961
grocery,Gourmet Foods,2445847184,476 Raymond Mews,New Mandyfort,RI,64721,0746085,0.15,0746085.16861
seafoodFarm,Ocean Fish Haven,2315055291,1053 Paul Lake,Loriville,DE,39168,1271437,0.05,1271437.11800
farm,Golden Harvest Farm,(220)884-9232,73360 Abigail Field Suite 477,West Eric,FM,88044,1313142,0.8,1313142.10240
wholesaler,Wholesome Wholesale,(975)946-0462,01043 James Stream Suite 130,Patrickbury,WV,70064,1311884,0.05,1311884.52502
processor,Pure Kitchen,9534441824,064 Allison Shore Suite 859,Elizabethfurt,VI,02620,0783276,0.15,0783276.77611
packaging,Premium Seal,9105646132,38123 Ingram Fields,Williamsonville,WA,97229,1242540,0.05,1242540.35062
farm,Green Harvest Farm,957-806-5804,78104 Jones Hill,Stevenmouth,WY,33437,1216484,0.05,1216484.34171
restaurant,Cozy Kitchen,5715848084,604 Rebecca Ramp,New Jaredland,VI,39107,1355801,0.05,1355801.50885
grocery,Wholesome Bazaar,(914)339-7199,36672 Joel Hollow,Lake Michaelmouth,HI,59510,1024189,0.05,1024189.35527
farm,Happy Orchard Farm,(980)526-1613,5021 Murphy Camp Apt. 884,Lake Kimberlytown,SC,51089,0942990,0.05,0942990.11434
processor,Organic Foods,(391)226-4591,153 Dennis Villages Apt. 044,West Shannonhaven,NM,80805,1039102,0.15,1039102.74551
seafoodFarm,Aqua Fish Farm,(587)438-7991,4728 Jillian Path,North Elizabethburgh,DE,15038,1113131,0.05,1113131.83647
landBasedReceiver,Harbor Seafoods,(934)891-9694,412 Garcia Meadows,West Michael,FL,18603,0685251,0.05,0685251.99256
farm,Breezy Fields Farm,5509114536,5470 Hayes Ridges,South Steven,AZ,65645,1282075,0.05,1282075.96100
groceryNoTransform,Delicious Corner,(546)908-5920,077 Wesley Creek Apt. 787,Caseburgh,PA,98306,1037731,0.05,1037731.40872
restaurant,Gourmet Grill,317-682-8982,6880 Reid Isle,Port Cameronfurt,CO,57911,0832446,0.15,0832446.85499
wholesaler,Prime Provisions,(795)755-6006,730 Barnett Ridge,Lisashire,GA,91275,0864990,0.15,0864990.75156
restaurant,Fusion Cuisine,645-504-3947,22425 Mary Rapids,Hansenton,VI,71521,1399000,0.15,1399000.68709
groceryNoTransform,Wholesome Store,529-340-4560,96572 Victor Fall Apt. 574,East Bethside,WV,48356,0855292,0.05,0855292.15954
groceryNoTransform,Tasty Grocery,583-822-8565,0150 Elliott Keys Suite 642,South Robertmouth,WY,06333,1366962,0.15,1366962.31584
farm,Lucky Orchard Farm,279-520-4479,2215 Morgan Club Suite 768,Hernandezport,ID,65956,0865417,0.05,0865417.90807
wholesaler,Top Traders,6432395327,1846 Joe Parkway Suite 490,Christophershire,KS,47254,0977786,0.8,0977786.36501
packaging,Green Box,5173207337,06029 Brennan Landing,Baileyborough,DC,87657,0637232,0.05,0637232.95990
distributor,Premium Logistics,2314487731,93546 Vasquez Islands,Lake Ianton,PW,12169,1118175,0.15,1118175.89590
landBasedReceiver,Ocean Aquatics,388-734-7893,5084 Ronald Street,Cindyshire,ME,69639,0739683,0.8,0739683.50788
landBasedReceiver,Ocean Aquatics,(966)373-0966,25836 Jordan Extensions Suite 548,Kochton,TX,88576,0634302,0.05,0634302.24525
restaurant,Delicious Cafe,8384055967,62982 Paul Manor Suite 739,Thomaschester,ID,43393,0714952,0.15,0714952.91940
farm,Lucky Hills Farm,4618157320,8858 Gray Estate,North Stephen,IN,79096,1089355,0.05,1089355.84541
processor,Natural Cuisine,847-432-3569,4638 Howard Extension Suite 961,West Brandi,MS,11473,1217064,0.05,1217064.35590
wholesaler,Select Provisions,6859066597,0786 Ali Lights Apt. 631,Hallport,HI,82614,1253028,0.15,1253028.10942
wholesaler,Best Trading,(718)951-2559,0899 Thomas Roads Apt. 531,Patrickshire,MO,68493,1394897,0.8,1394897.58797
farm,Happy Fields Farm,5653306611,85391 Anthony Ports Suite 161,South Davidstad,MO,90134,0889211,0.15,0889211.83424
landBasedReceiver,Fresh Mariscos,7579635636,52799 Michael Ports,Rodriguezhaven,AL,86275,0883535,0.05,0883535.49714
farm,Happy Grove Farm,(601)413-4275,86672 Robert Trail,Johnberg,KY,60529,1377601,0.05,1377601.20739
distributor,Premium Imports,(699)629-2148,53928 Travis Knoll Suite 206,Erinchester,WI,89602,1029731,0.15,1029731.14409
farm,Golden Grove Farm,4922877408,011 Jason Stravenue,Lake Mark,WI,40787,1095912,0.15,1095912.62095
distributor,Trusted Network,918-524-9341,34471 Kevin Spur,New Ashleytown,PW,67178,0767815,0.05,0767815.96627
wholesaler,Global Market,787-364-7209,51192 Wilkinson Plain Suite 749,Jacksonbury,FL,88529,0619798,0.05,0619798.16921
distributor,Premium Wholesalers,(768)870-4974,95610 Banks Spurs,Port Elizabeth,MD,41927,1023675,0.05,1023675.35356
farm,Breezy Fields Farm,6804351795,7935 Mason Roads,Brockstad,DC,94174,1137104,0.05,1137104.87172
seafoodFarm,Nautical Fish Haven,(478)634-3351,112 Carlos Port,New Markport,AK,22506,1150169,0.05,1150169.34176
processor,Organic Solutions,(374)914-3408,306 Tanner Roads,Kristinamouth,VT,68301,1042529,0.05,1042529.16178
groceryNoTransform,Fine Shop,(272)392-8949,561 Cynthia Freeway,New Karenville,HI,62509,1219134,0.15,1219134.65536
farm,Golden Hills Farm,(325)405-4216,55976 Adam Lights Apt. 769,East Rachelfurt,IA,05175,1325285,0.15,1325285.36589
farm,Golden Meadows Farm,4715213522,81208 Lauren Knoll Apt. 150,Valdezfort,UT,39530,0692152,0.8,0692152.39655
wholesaler,Top Distributors,946-917-2732,192 Tina Glen,North Jillchester,NC,97717,0697921,0.15,0697921.30048
farm,Green Harvest Farm,(975)335-4727,73755 Kelly Isle Suite 380,Zacharyville,AL,26896,0895136,0.05,0895136.43034
groceryNoTransform,Wholesome Grocery,(668)750-6492,645 Kathleen Cove,Brittneyfurt,MH,15171,1056681,0.15,1056681.88561
landBasedReceiver,Fresh Bay,(701)678-6580,8056 Thomas Road,Kramerville,OR,02942,1321636,0.8,1321636.98872
groceryNoTransform,Organic Foods,475-373-9590,52295 Parker Rest,Hoffmanberg,NH,64677,0757767,0.05,0757767.33092
grocery,Tasty Corner,(896)340-4724,046 Nancy Brook,Lake Annburgh,WA,80692,0841436,0.15,0841436.30217
wholesaler,Fresh Traders,704-233-0639,2691 Dawn Place,Port Laurie,HI,82952,0634670,0.05,0634670.52113
processor,Global Kitchen,8302291387,201 Moore Greens Apt. 038,Sandyville,WV,72840,0979514,0.05,0979514.49327
farm,Sunny Valley Farm,7913491489,218 Lance Lodge Apt. 802,Ronaldville,WV,30215,1276219,0.15,1276219.58133
farm,Whispering Meadows Farm,5494832867,567 Brady Ways Suite 537,Rachelport,AZ,42140,0720454,0.05,0720454.53937
landBasedReceiver,Sea Seafoods,3465668382,687 Tran Mountain,West Andrewhaven,NH,74187,1350352,0.15,1350352.79184
landBasedReceiver,Coastal Delights,3147896744,4649 Adam Keys Suite 162,North Kimberly,NH,81252,1027268,0.05,1027268.55462
packaging,Advanced Encase,996-953-6526,34931 Cooper Mountain Apt. 411,East David,ID,84620,0932193,0.05,0932193.95135
restaurant,Charming Tavern,782-254-7397,77031 Hill Loop,New Alan,SD,67668,0843656,0.15,0843656.88733
grocery,Organic Emporium,3857079399,310 Stout Mountain Apt. 747,Port Lindsay,TN,59270,1282799,0.8,1282799.25462
processor,Fresh Products,525-431-9541,08045 Wayne Trail Apt. 613,Hornshire,RI,46964,1140722,0.15,1140722.58359
farm,Sunny Pastures Farm,3495554890,424 Brianna Harbors Apt. 066,Lovetown,WY,16311,0642491,0.8,0642491.76943
restaurant,Gourmet Eatery,801-651-3238,42841 Jacqueline Landing Suite 617,East Amanda,VT,93694,1095295,0.05,1095295.46076
processor,Innovative Solutions,8548249638,2156 Palmer Crossing Apt. 980,North Amyside,PW,63821,1257266,0.05,1257266.34843
packaging,Eco Packs,998-604-7484,037 Becky Valleys,Johnnyland,VA,80557,1073253,0.05,1073253.57064
farm,Lucky Valley Farm,338-642-3088,72626 Jamie Circle,Jonesmouth,GU,39206,1299199,0.05,1299199.66756
seafoodFarm,Nautical Fish Farm,875-821-9241,41928 Davis Stream Suite 658,New Christinafurt,VA,82171,1324288,0.05,1324288.96119
groceryNoTransform,Wholesome Grocery,9253245319,85201 Phillips Island Apt. 149,Amandafort,CA,54224,1037740,0.05,1037740.78793
packaging,Advanced Wraps,(381)813-3243,196 Kimberly Radial Suite 438,East Jessicaburgh,KY,23276,1384611,0.05,1384611.94498
processor,Global Provisions,933-729-2395,655 James Land,Martinezshire,NM,44469,1170467,0.15,1170467.87297
farm,Golden Harvest Farm,(365)423-2014,74638 King Extensions,West Jefferyport,MT,82089,1385826,0.8,1385826.48846
distributor,Global Services,7037357994,223 Paul Burgs,Robinsonville,ME,65808,0742392,0.05,0742392.51324
wholesaler,Gourmet Distributors,435-659-8390,5454 Michael River,Lake Julieport,AS,62598,0894309,0.15,0894309.89336
landBasedReceiver,Coastal Fisheries,5066035777,5906 Sara Mill Apt. 389,Port Michellemouth,HI,82765,0640809,0.15,0640809.92408
grocery,Healthy Bazaar,751-711-6328,64682 Boyer Manor Suite 426,South Joannafurt,UT,64371,1152472,0.05,1152472.53841
groceryNoTransform,Premium Outlet,(567)450-5829,02259 Brenda Grove,North Randy,HI,64302,1185048,0.05,1185048.93574
landBasedReceiver,Deep Catchers,6508862484,7378 Cook Parkway Suite 943,East Markshire,MD,87512,0831699,0.05,0831699.95771
distributor,Global Logistics,2646841949,92273 Chase Way Apt. 078,Thompsonborough,IL,42384,0844205,0.05,0844205.60439
grocery,Fresh Bazaar,4267686677,603 Dillon Mills,Armstrongborough,AZ,96190,1294094,0.05,1294094.62023
grocery,Healthy Foods,(337)791-4076,00959 Howe Walk Suite 406,Williamsstad,KY,72442,0949522,0.05,0949522.17901
seafoodFarm,Aqua Fish Farm,387-866-7534,11386 Rivera Summit,North Karenview,MS,94238,0717512,0.05,0717512.54532
restaurant,Savory Brasserie,(731)920-3209,92063 Angela Ports Apt. 384,South Christopherton,IN,59105,0813996,0.05,0813996.51618
wholesaler,Prime Distributors,681-721-8583,4405 Blake Mission Apt. 908,East Andrewview,AK,21729,1353984,0.15,1353984.82346
wholesaler,Premium Market,464-557-2524,547 Johnson Views,Port Davidmouth,WV,17190,1342241,0.15,1342241.57256
farm,Happy Orchard Farm,217-952-5830,0469 Bailey Ridge,Russellview,WV,93009,0621230,0.15,0621230.83286
landBasedReceiver,Deep Fisheries,867-817-6912,21259 Gilbert Valleys Suite 131,Wellsburgh,HI,05393,1090537,0.8,1090537.28416
processor,Innovative Products,3828048325,4753 Johnson Orchard Suite 132,North Hannahborough,WA,14052,0926103,0.05,0926103.46269
processor,Wholesome Products,(269)798-4979,15368 Eric Ridges,Martinbury,IN,68842,1235093,0.15,1235093.10450
wholesaler,Premium Wholesale,(317)481-9215,7643 Frank Plains,Lake Sarah,VI,28352,0785455,0.8,0785455.66402
distributor,Prime Supply,870-635-6365,86386 Jordan Rapid,East Kennethfurt,MP,83599,0645056,0.15,0645056.71167
distributor,Reliable Trade,695-797-9905,43933 Wright Valleys,West Christopherbury,SC,53954,1034155,0.15,1034155.16864
groceryNoTransform,Tasty Grocery,(483)204-4340,0198 Amy Street Apt. 783,Johnsonberg,VI,53598,0917075,0.05,0917075.26547
groceryNoTransform,Premium Mart,5029009602,370 Cervantes Summit Apt. 907,West Brianborough,IA,52900,0656194,0.05,0656194.23619
farm,Golden Meadows Farm,(780)966-3061,77470 Vargas Square Suite 436,New Claireshire,AK,48841,0880832,0.05,0880832.44947
groceryNoTransform,Organic Foods,941-760-5147,6900 Butler Flats Apt. 041,New Nicolebury,MI,49300,0765611,0.05,0765611.37172
grocery,Wholesome Corner,(933)516-6710,87880 Connie Pines Apt. 362,New Michaelview,MP,78372,0994800,0.15,0994800.24116
seafoodFarm,Aqua Fishery,(681)528-1510,69698 Manuel Shoals Apt. 526,New Amberchester,LA,99499,0827801,0.05,0827801.23291
farm,Misty Pastures Farm,574-477-4452,606 Thomas Port,North Katherinechester,NY,90924,0719698,0.05,0719698.89705
distributor,Trusted Wholesalers,(617)392-8693,5511 Regina Curve,West Abigailfort,PW,23573,1125595,0.05,1125595.56257
farm,Whispering Grove Farm,525-344-4203,4397 Regina Mission,Mcconnellchester,WY,47448,1359814,0.05,1359814.44759
seafoodFarm,Sea Fish Farm,7936281043,31561 Kent Plaza,Stewartville,RI,54818,1346981,0.05,1346981.92793
seafoodFarm,Aqua Fishery,529-687-7487,641 Rachel Brook Apt. 057,South Brent,MD,83438,1332819,0.05,1332819.24799
farm,Lucky Meadows Farm,2662871179,3085 Pierce Island Apt. 873,Lake Brianborough,ID,08377,1114065,0.8,1114065.30974
landBasedReceiver,Deep Fisheries,(635)204-4728,881 Brandon Place,Bakerfort,WA,16392,0912972,0.15,0912972.84219
seafoodFarm,Ocean Fish Haven,644-274-9315,43561 Jones Lodge,Wellsmouth,NY,33901,1077182,0.15,1077182.18406
farm,Happy Harvest Farm,814-773-6460,4196 Christian Crossroad,West Jameschester,TN,10525,0814644,0.15,0814644.25425
packaging,Premium Seal,979-517-5795,683 Susan Passage Suite 778,Ravenland,WA,46556,1315646,0.05,1315646.14756
groceryNoTransform,Fine Grocery,757-579-1980,6564 Gonzalez Station Suite 312,South Gabriel,MT,86925,1118196,0.05,1118196.46829
processor,Healthy Manufacturing,3046235691,25738 Campos Shoals,Markmouth,AR,72039,1321592,0.05,1321592.66141
wholesaler,Prime Wholesale,9315591865,35339 Mcneil Gateway,Lake Jessicamouth,TN,16496,0981836,0.05,0981836.77179
landBasedReceiver,Fresh Catches,6727082724,78569 Kimberly Throughway Suite 592,New Jamesside,ME,48599,0789614,0.05,0789614.16351
seafoodFarm,Blue Fish Farm,9364147126,991 Jaime Club Suite 452,New Jamie,AK,06673,1397343,0.15,1397343.98274
wholesaler,Best Market,7876916864,11424 Rachel Wall,Mariaburgh,KY,72185,0873264,0.05,0873264.20690
groceryNoTransform,Wholesome Emporium,221-650-5328,62727 Parks Via,Danaburgh,HI,71011,1359424,0.15,1359424.75857
packaging,Eco Pack,3364602805,354 Smith Tunnel Apt. 197,West Alexisport,OR,64496,0823270,0.05,0823270.20673
grocery,Fresh Mart,774-708-6195,8100 Baldwin Glens,North Karahaven,OR,45266,0989848,0.15,0989848.30300
grocery,Natural Grocery,(634)364-1830,52943 Lewis Isle Apt. 583,Margaretport,OR,00614,1010749,0.05,1010749.10021
processor,Pure Industries,8086540084,96933 Patterson Meadow Apt. 668,Michellebury,GA,07764,1052988,0.05,1052988.55352
groceryNoTransform,Fresh Store,(976)504-7797,46134 Key Burgs,West Jay,HI,78393,1018489,0.05,1018489.63845
groceryNoTransform,Premium Store,(616)221-9467,68487 Malone Vista,Charlesfort,ME,40738,1364855,0.05,1364855.29115
grocery,Fine Market,(677)626-6239,22467 Matthew Way,Mooretown,WI,68344,1055795,0.05,1055795.12016
farm,Sunny Harvest Farm,7602881435,38450 Mike Road,South Michaelburgh,PR,58737,0625166,0.15,0625166.82447
grocery,Natural Corner,(395)602-0622,064 Duncan Track,Stevenburgh,WV,26763,0982257,0.05,0982257.19701
distributor,Reliable Imports,582-352-3360,82521 Anthony Garden Suite 477,North Angelafort,IA,29169,1226429,0.05,1226429.18265
seafoodFarm,Nautical Aquaculture,(835)556-8715,41013 Tyler Expressway Apt. 514,Cruzshire,OR,85831,0836812,0.15,0836812.62403
grocery,Premium Market,433-944-4336,238 Victor Estate,Alyssaview,MO,99341,1227005,0.15,1227005.14503
groceryNoTransform,Wholesome Market,7219110206,7071 Parker Fords Suite 387,Port Nancyton,IL,01140,1339145,0.05,1339145.22498
seafoodFarm,Nautical Aquafarm,593-634-4771,0699 Richard Run,Nealfurt,CT,33806,0733549,0.15,0733549.96960
landBasedReceiver,Deep Coast,769-990-6681,42774 Johnson Turnpike Suite 226,North Laurastad,VA,25867,1147273,0.05,1147273.95341
restaurant,Exquisite Brasserie,2926735533,6078 James Forks,Richardfurt,RI,80192,1151602,0.8,1151602.42601
groceryNoTransform,Fresh Market,8758999256,599 Vanessa Drives Apt. 204,Bryanshire,GU,95781,0749595,0.05,0749595.49601
wholesaler,Prime Wholesale,7992407609,8726 Ramirez Green Apt. 093,East Evelyn,NY,86716,1166939,0.15,1166939.19154
groceryNoTransform,Tasty Store,511-511-7095,731 Jennifer Landing,Josephburgh,NM,09756,1146162,0.15,1146162.75012
processor,Quality Foods,776-532-4163,64411 Veronica Branch,New John,SC,93261,0890368,0.05,0890368.84025
grocery,Fresh Corner,755-613-9501,321 Woodard Mountains,Andersonside,RI,57193,0676577,0.05,0676577.66298
landBasedReceiver,Coastal Coast,5863563297,0742 Jennifer Wells Suite 955,Whiteshire,NY,77255,1093597,0.05,1093597.48067
farm,Misty Orchard Farm,(486)848-3583,4857 Angela Ports Apt. 566,North Roberta,UT,91861,1167201,0.15,1167201.22484
seafoodFarm,Marine Fishery,725-866-3047,765 Woods Avenue,East Ryan,LA,61266,0634395,0.15,0634395.55976
groceryNoTransform,Organic Corner,7853835682,3022 Dominique Radial Suite 508,North Sean,ID,28515,0877729,0.05,0877729.43666
packaging,Eco Packaging,726-649-0838,37776 Smith Forges,Thomasview,NV,96848,0877345,0.05,0877345.86635
packaging,Innovative Box,(722)928-9366,5198 Carla Vista Suite 123,South Stephanie,KS,75100,0741172,0.05,0741172.14178
wholesaler,Fresh Imports,(450)560-0785,1527 Kevin Court,South Stephanieburgh,ID,31807,0899912,0.05,0899912.23283
landBasedReceiver,Wave Aquatics,546-978-4508,8665 Maureen Avenue Suite 459,Theresamouth,DE,31776,0756618,0.05,0756618.52802
